Feature,Bleu,R_precision,R_recall,R_f1,Meteor,String similarity
square_error,88.39914304610744,91.52358490728393,76.27457068132276,82.56203658298531,87.75742831394687,87.52669814379281
Classes_and_properties,1.2024322719176495,0.976498033342616,9.681880656252424,4.967222613397754,1.7762561575280142,8.56861957517945
Counter_example,0.0008516867456400977,0.4861037226181993,0.46047252154716506,0.1867186910944814,0.2888176526990411,0.41582661924887304
example,0.014906648220622409,0.14312898248830763,2.2096858894440126,1.0446164396066793,0.3356384513013047,1.222600353268522
Classes_and_properties_AND_Counter_example,2.3438995089314423,0.1669193587222358,3.6231029511082737,3.0705415677624486,4.8733498886573345,0.9248520740477465
Classes_and_properties_AND_example,7.533678450337914,0.1826055181226501,6.462117921124479,5.629279752894433,2.8917580565793766,1.0988433416264216
Counter_example_AND_example,0.5050883877392885,6.521159477422072,1.2881693792009064,2.539584352258908,2.0767514792880544,0.24255989283615453
