Classes_and_properties;Counter_example;example;Bleu;R_precision;R_recall;R_f1;Meteor;String similarity;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1;1;0.4548650473499015;0.6560958421423537;0.6875725900116144;0.6714654854189738;0.5755811552913003;0.6185567010309279;;;0,454865047;0,656095842;0,68757259;0,671465485;0,575581155;0,618556701;;0,61068947;;;;Llama 3.1 30+classes;0,0077;0,053;0,2252;0,0798;0,026;0,0404;0%;0;4,04;;;;;;;;;;;;;;
1;1;1;0.4382615323430831;0.6372789115646259;0.759581881533101;0.6930756843800322;0.6673666251066342;0.6011730205278593;;;0,438261532;0,637278912;0,759581882;0,693075684;0,667366625;0,601173021;;0,632789609;;;;Llama 3.1 30;0,269;0,7707;0,7034;0,7247;0,3804;0,6688;0%;00-janv;;;;;;;;;;;;;;;
1;1;1;0.405605878941933;0.754004004004004;0.6635694928377855;0.7059016932434653;0.5353550448907334;0.5714285714285714;;;0,405605879;0,754004004;0,663569493;0,705901693;0,535355045;0,571428571;;0,605977448;;;;Llama 3.1 60+classes;0,0128;0,0887;0,3521;0,1379;0,0382;0,0496;0%;0;;;;;;;;;;;;;;;
1;1;1;0.33333333333333337;0.4997581035316885;0.6316298877274488;0.55800792303339;0.5821031746031747;0.4169014084507042;;;0,333333333;0,499758104;0,631629888;0,558007923;0,582103175;0,416901408;;0,503622305;;;;Llama 3.1 60;0,3308;0,8206;0,7708;0,776;0,4303;0,06258;0%;00-janv;;;;;;;;;;;;;;;
1;1;1;0.6889984396667345;0.9433862433862433;0.8075880758807589;0.8702204228520017;0.7678474010733181;0.6764227642276422;;;0,68899844;0,943386243;0,807588076;0,870220423;0,767847401;0,676422764;;0,792410558;;;;Llama 3.1 Riken;0,3505;0,707;0,7246;0,7009;0,4593;0,7185;0,087301587;;;;;;;;;;;;;;;;
1;1;-1;0.41885507630855034;0.7751322751322752;0.6635694928377855;0.7150247413405308;0.5407445252084252;0.6160849772382397;;;0,418855076;0,775132275;0,663569493;0,715024741;0,540744525;0,616084977;;0,621568515;;;;;0,19416;0,488;0,55522;0,48386;0,26684;0,307976;0,017460317;0,25;;0,25;;3,334466419;1,603114754;1,315514571;1,538709544;2,714885325;2,290048575;;1,8301;2,089548455;;;
1;1;-1;0.5819876952473779;0.775648470770422;0.775648470770422;0.775648470770422;0.6906714120526798;0.6802507836990596;;;0,581987695;0,775648471;0,775648471;0,775648471;0,690671412;0,680250784;x;0,713309217;;0,7589;;;0,64742;0,78232;0,7304;0,74452;0,72444;0,70528;0,04762;0,457525;#DIV/0!;0,457525;;3,117016893;1,534344262;1,289614927;1,487083041;2,591965223;2,262059381;;1,8335;2,016511961;;;
1;1;-1;0.6889984396667345;0.9433862433862433;0.8075880758807589;0.8702204228520017;0.7678474010733181;0.6764227642276422;;;0,68899844;0,943386243;0,807588076;0,870220423;0,767847401;0,676422764;;0,792410558;;0,8184;;GPT4o 30 + classes;0,7589;0,8184;0,7982;0,8023;0,8079;0,7063;0%;04-juin;;0,6667;;;;;;;;;;;;;
1;1;-1;0.41885507630855034;0.7751322751322752;0.6635694928377855;0.7150247413405308;0.5407445252084252;0.6217457886676876;;;0,418855076;0,775132275;0,663569493;0,715024741;0,540744525;0,621745789;;0,622511983;;0,7982;;GPT 4o 30;0,7259;0,8604;0,7485;0,791;0,7845;0,7249;0%;02-juin;;0,3334;;1,069762062;1,04482077;1,020083238;1,034716625;1,047423515;1,012373324;;0,998145623;1,032475022;;;
1;1;-1;0.5622535302317492;0.7430061640587956;0.6716995741385986;0.7055555555555556;0.6702149298257509;0.4691358024691358;;;0,56225353;0,743006164;0,671699574;0,705555556;0,67021493;0,469135802;;0,636977593;;0,8023;;GPT4o 60 + clases;0,7057;0,8505;0,7941;0,8104;0,7748;0,7626;16,67%;0.58;;0,58;;;;;;;;;;;;;
1;-1;1;0.3824088899852943;0.5186260280599903;0.6554394115369725;0.5790605546123372;0.4385037188610054;0.4821192052980132;;;0,38240889;0,518626028;0,655439412;0,579060555;0,438503719;0,482119205;;0,509359635;;0,8079;;GPT 4o 60;0,613;0,7127;0,6631;0,6765;0,6944;0,6717;0%;04-déc;;0,25;;;;;;;;;;;;;
1;-1;1;0.41885507630855034;0.7751322751322752;0.6635694928377855;0.7150247413405308;0.5407445252084252;0.6220095693779905;;;0,418855076;0,775132275;0,663569493;0,715024741;0,540744525;0,622009569;;0,622555947;;0,703;;GPT4o Riken;0,4336;0,6696;0,6481;0,6424;0,5606;0,6609;7,14%;;;;;;;;;;;;;;;;
1;-1;1;0.6190790966361289;0.8113487819370172;0.6556329849012776;0.7252252252252251;0.6988249845392702;0.5833333333333334;;;0,619079097;0,811348782;0,655632985;0,725225225;0,698824985;0,583333333;;0,682240734;;0,78145;;GPT4o mini 30 + classes;0,7045;0,8395;0,7768;0,791;0,7864;0,7109;16,67%;02-juin;;0,3334;;;;;;;;;;;;;
1;-1;1;0.5119538789710929;0.7254818594104308;0.8472706155632985;0.7816602872782648;0.5713162251655629;0.7058823529411765;;;0,511953879;0,725481859;0,847270616;0,781660287;0,571316225;0,705882353;;0,690594203;;;;GPT4o mini 30;0,6073;0,7561;0,6605;0,6992;0,6661;0,6754;0%;02-juin;;0,3334;;;;;;;;;;;;;
